id,uri
e6bf6397-08dc-4aa7-bf55-d42a914cf3c5,http://localhost:8085/identifier-list/201
2abd7ccf-77a9-47e6-891e-36e1ac4d0039,http://localhost:8085/identifier-list/201
c60c62cd-3663-4ff1-9d00-4ebe3697cd5d,http://localhost:8085/identifier-list/201
1413c0ad-4bce-4df1-b8e1-a1b81f9d828b,http://localhost:8085/identifier-list/305
1c942bc6-5163-4d88-bc99-f76e68ef1574,http://localhost:8085/identifier-list/305
09cc2898-9615-44f5-a32c-ef6b6c1f3f4c,http://localhost:8085/identifier-list/448
2e521336-2bbd-47c6-9a74-36063d54cbfe,http://localhost:8085/identifier-list/448
af7170d6-b862-47b7-984d-4113b51abb84,http://localhost:8085/identifier-list/247
abfd9700-8356-4af0-870b-d072e4e06d36,http://localhost:8085/identifier-list/247
d2d8155f-e744-4079-8e32-c8dbb983e95a,http://localhost:8085/identifier-list/247
f6b4d673-7e0a-4496-a2a9-9846eee9e089,http://localhost:8085/identifier-list/247
2d11af0a-9b7e-4666-a67e-75a9fc81fe76,http://localhost:8085/identifier-list/314
9d228c8d-9cea-47ec-8900-da328c996ff6,http://localhost:8085/identifier-list/314
f0fffd93-5eff-4761-bd99-55184cb6a98f,http://localhost:8085/identifier-list/314
9928faa5-5651-4803-93af-d63ceb35153c,http://localhost:8085/identifier-list/314
363bb5e2-f4a9-46e1-9355-3e508119e32d,http://localhost:8085/identifier-list/99
0861e4cd-694d-4ec2-a71b-7267e1d294c3,http://localhost:8085/identifier-list/99
b6efd864-f87b-4a32-9450-d41f73b08182,http://localhost:8085/identifier-list/99
c4ac7128-d4d0-44bd-9e81-6be33d078cd9,http://localhost:8085/identifier-list/99
8853726c-3a82-4699-bb25-ed4d181c1106,http://localhost:8085/identifier-list/431
7243524d-4f98-4764-86e5-e5882ffdd3a1,http://localhost:8085/identifier-list/431
ef12fb85-456d-4922-a329-31fe38f67e9f,http://localhost:8085/identifier-list/431
765e7d6c-6349-44c9-b94e-7c129b297442,http://localhost:8085/identifier-list/431
bd4521fc-4e28-436d-b6c8-b187131666e2,http://localhost:8085/identifier-list/431
8dbd4e79-e76e-46b0-9a04-b5c43d0e0b3e,http://localhost:8085/identifier-list/251
cf9885da-6d86-4740-a781-34507e1eba5b,http://localhost:8085/identifier-list/251
4a29a81f-eb37-4556-bb87-4afcd6e2eecf,http://localhost:8085/identifier-list/251
80dc28f8-3b58-4d3e-a0db-76a22a19b4d2,http://localhost:8085/identifier-list/116
36eb3bc8-bbf0-4309-be4a-73825ebfca2b,http://localhost:8085/identifier-list/116
b1865489-be02-4387-90d9-a8f39d2d1fef,http://localhost:8085/identifier-list/322
0c98bd42-09dd-4ef7-993f-e498f6ffd20c,http://localhost:8085/identifier-list/322
37d0daf7-053f-47c4-9822-a1980458a91d,http://localhost:8085/identifier-list/322
d5bbab61-4ee6-4d88-9890-7f909a12ce30,http://localhost:8085/identifier-list/52
b69a0ddb-1af8-4aa3-9c3c-9bae15b37882,http://localhost:8085/identifier-list/52
5adc95e0-7ce3-4c4c-bf98-71fa90884518,http://localhost:8085/identifier-list/509
5d45d7d8-3a1b-4cc1-91b7-483db9a18fd0,http://localhost:8085/identifier-list/35
5ce843b3-1dbf-4506-8ecc-82fc1b893be8,http://localhost:8085/identifier-list/35
1c59bb45-a19c-404c-a9f0-5a2ca5eca7e9,http://localhost:8085/identifier-list/392
be518aa6-69ac-4d5e-ad2c-0ca8d5132eed,http://localhost:8085/identifier-list/392
87b89cf3-3a2a-47cb-94b3-38dfecdfad51,http://localhost:8085/identifier-list/399
8022a1df-c17a-49ae-84ee-a4e066ea3a5e,http://localhost:8085/identifier-list/399
7aebde1b-212d-4c09-a1b9-f6fd0428e8bb,http://localhost:8085/identifier-list/399
854eb11b-3b6e-4530-aa80-6dfe7def5e0b,http://localhost:8085/identifier-list/399
98eff8a3-607a-4b78-85a9-e6bcd0df7909,http://localhost:8085/identifier-list/128
7e62c1a8-eb14-4261-af68-784cc2805762,http://localhost:8085/identifier-list/128
9dc0d024-fe62-48f1-ab7d-ed4d1a9fd773,http://localhost:8085/identifier-list/128
8014f195-bc63-4ece-aaf2-c30dd3b219b0,http://localhost:8085/identifier-list/128
dfa16010-96a4-41bb-8016-47cf245e9781,http://localhost:8085/identifier-list/454
81a03b70-252a-4c9a-a190-bb43b43817b0,http://localhost:8085/identifier-list/454
f336a8b8-1488-4a22-a0c1-ddf9a38ac268,http://localhost:8085/identifier-list/491
8688cad7-8bdc-4915-b937-a84cf85ba55b,http://localhost:8085/identifier-list/491
6ee435e4-6912-45cf-8238-6f8f02809c59,http://localhost:8085/identifier-list/491
ef4e9f7d-b2c3-4670-9eb3-80906bc7acfe,http://localhost:8085/identifier-list/295
6155dd51-b4d6-4426-abd6-78c5c9c04c23,http://localhost:8085/identifier-list/295
97b85e0d-1b95-4f31-8180-1fcda796ab53,http://localhost:8085/identifier-list/9
1cf67fbf-a312-4eee-8f6b-b3c16044256f,http://localhost:8085/identifier-list/9
61ec769b-6174-4a7f-9acf-83a1aaf55381,http://localhost:8085/identifier-list/9
3e5f9b8d-c94f-4918-a63d-ae47f9165241,http://localhost:8085/identifier-list/82
faef310f-5cef-4b34-8918-8e4052216f31,http://localhost:8085/identifier-list/82
97ff6751-2490-4e3c-bc9e-f1bbb555dc5e,http://localhost:8085/identifier-list/233
9d0996e5-3ae8-46d1-a5dd-6a856646ec08,http://localhost:8085/identifier-list/233
452fac1e-22fc-4cd0-a722-f856114b422e,http://localhost:8085/identifier-list/233
dce184ce-e806-47ab-aeca-677c671b4a3d,http://localhost:8085/identifier-list/233
895e7468-2a3b-4e83-bf94-49abe3193a40,http://localhost:8085/identifier-list/137
312acc5d-0adc-4b82-8b7b-8390cf071aac,http://localhost:8085/identifier-list/137
20c4a414-6c08-40ed-b104-1903232d460a,http://localhost:8085/identifier-list/137
1f6621a1-775d-47f1-95c0-015fc01078a5,http://localhost:8085/identifier-list/137
e5b6ac14-697e-44af-8bfb-547781c428c2,http://localhost:8085/identifier-list/347
bbe23004-ec93-45c2-8cb2-e58cd1bed655,http://localhost:8085/identifier-list/347
7d372ae0-ef8a-4723-aab1-b4171257a532,http://localhost:8085/identifier-list/347
10e71038-ed10-496a-a9eb-20afb6b27266,http://localhost:8085/identifier-list/347
1ab759ab-31a8-4fa4-bc22-04193328dce5,http://localhost:8085/identifier-list/350
53f03b31-6575-4e94-afac-d8c15418503f,http://localhost:8085/identifier-list/350
c230eacd-e14f-4322-8d44-28d711a83c42,http://localhost:8085/identifier-list/350
23131134-158b-4e5d-8824-79c01187027a,http://localhost:8085/identifier-list/350
b86f5940-a240-44a5-bb89-f25b2c81d548,http://localhost:8085/identifier-list/1
b3854d95-4e9a-4097-9b51-669171354608,http://localhost:8085/identifier-list/1
e5f4ef1c-2c6f-41ef-ac31-f62362bdcb87,http://localhost:8085/identifier-list/139
eec76bcf-fc3c-4691-bcbe-434c528abaf0,http://localhost:8085/identifier-list/139
5af2fa20-862a-46d0-b5fa-cb0ef9d287fc,http://localhost:8085/identifier-list/161
27b18e83-ec86-4947-9589-19baa7d2d0da,http://localhost:8085/identifier-list/161
da63c6c2-86b4-4b17-bd1a-e5ddd6482c30,http://localhost:8085/identifier-list/161
9e69f7ff-3524-46c9-b809-66ccf0d95be9,http://localhost:8085/identifier-list/161
2b6403a8-89fd-411f-b4e7-9ab7f2632aff,http://localhost:8085/identifier-list/180
b3baf28c-f103-41eb-a870-2f8d148fda66,http://localhost:8085/identifier-list/180
5d731c20-7abc-4c0d-aa7e-7831dc212f1c,http://localhost:8085/identifier-list/180
f05c6ec7-c981-40e3-a252-c4c7c0c2aafc,http://localhost:8085/identifier-list/85
4d775561-1293-4a30-962a-bb5679f09418,http://localhost:8085/identifier-list/17
11843ec6-cb62-446a-9e1f-ea8171d56489,http://localhost:8085/identifier-list/387
df9b41c9-cc3e-41f0-ac90-2e54a43f055c,http://localhost:8085/identifier-list/387
07facf51-f903-4e02-83a3-a4aa3a7f34b7,http://localhost:8085/identifier-list/387
8e7200f8-f68c-4334-9473-f65f2738afbb,http://localhost:8085/identifier-list/387
f86718ca-3dce-49f3-bd42-4e4598146f8e,http://localhost:8085/identifier-list/48
4002d044-2cf5-41fc-945b-bc185b3553f5,http://localhost:8085/identifier-list/76
8af72e7b-b4e7-474c-9ba9-d6b2e571dd1c,http://localhost:8085/identifier-list/76
e6106ed2-cbbe-47da-a1ce-028facb66054,http://localhost:8085/identifier-list/76
d2850635-dbad-4126-a92d-a36fa928595b,http://localhost:8085/identifier-list/76
f3c58f67-1ad3-4150-8f66-df031ec63f17,http://localhost:8085/identifier-list/42
4e4378e3-4808-40a3-9b55-b59032b1b49e,http://localhost:8085/identifier-list/42
0da2d8b4-6ebc-4ea1-af97-77f7215b713a,http://localhost:8085/identifier-list/42
601c38f2-4fed-4799-98e3-04e9c5e9d296,http://localhost:8085/identifier-list/42
3b7910f7-4612-420c-8635-7e41d0f1d058,http://localhost:8085/identifier-list/42
bd92a0be-4970-46f5-82de-649f8eb99fda,http://localhost:8085/identifier-list/280
00645c99-3fa9-4a8b-9378-3f6b0cf5b2e0,http://localhost:8085/identifier-list/280
43bdb3b1-855c-49ee-b854-f01b04c1f553,http://localhost:8085/identifier-list/280
93148acb-8c89-4b45-9d8f-1537bba08ff7,http://localhost:8085/identifier-list/280
d1c13e8d-e0eb-4fea-ac14-f87705adb886,http://localhost:8085/identifier-list/280
6c177c52-4fd0-489c-bb78-1a1faa920cf5,http://localhost:8085/identifier-list/28
cadf449c-d349-498a-86ac-fa2bb5411c6c,http://localhost:8085/identifier-list/28
10701ebb-59eb-4f4f-830b-298562af5693,http://localhost:8085/identifier-list/28
57f7e51a-2819-49f2-ac57-ab8e54daf717,http://localhost:8085/identifier-list/28
b4005070-b0b1-4412-89ee-3f8b8d73365c,http://localhost:8085/identifier-list/499
203bc35d-c84d-4b16-b202-ac437902daea,http://localhost:8085/identifier-list/499
ca50c148-fd7f-4588-aa05-1cd484197895,http://localhost:8085/identifier-list/499
90a7f6cc-520a-4ca0-aa00-6d6f7d7e69bb,http://localhost:8085/identifier-list/499
f7acc7b9-57ee-4618-8d56-409887c988fc,http://localhost:8085/identifier-list/158
66fe622a-126d-4c97-bd92-e3b86d884997,http://localhost:8085/identifier-list/112
8cb51ca3-bdbc-4232-b5a5-1c73c244bd0a,http://localhost:8085/identifier-list/118
fcb6f859-d487-46c4-8346-6c147783acd5,http://localhost:8085/identifier-list/118
1ec96abb-ee5d-4d23-a6d9-b8e3368c0144,http://localhost:8085/identifier-list/118
ff73506e-4466-4e6f-80b8-54f14a13943f,http://localhost:8085/identifier-list/118
5844218f-7a29-402f-b021-c4ee50efe2c4,http://localhost:8085/identifier-list/118
7187d78d-acd3-4cc5-860d-e9b3d7da82e7,http://localhost:8085/identifier-list/187
b5254524-5bf3-4efe-bd93-cd0d9ddac6d7,http://localhost:8085/identifier-list/187
ba5f6a5d-43ed-4b03-9eef-ca55eac30c04,http://localhost:8085/identifier-list/187
ddf347dc-2fd0-41ad-963d-7aab731a252a,http://localhost:8085/identifier-list/187
9275561b-5753-4c44-9703-eb39564c31a7,http://localhost:8085/identifier-list/187
ac353784-5d6a-42ee-a572-2ab72e7acc86,http://localhost:8085/identifier-list/464
7338590b-e88b-4a90-a3ec-cea41bd83ee6,http://localhost:8085/identifier-list/464
15fc3c95-574a-474c-a705-7bfa2bdb2bb5,http://localhost:8085/identifier-list/464
505df175-45df-49b2-ac93-1a1b0ac2e749,http://localhost:8085/identifier-list/464
3388983e-89a5-4666-bd55-38c28b3192ab,http://localhost:8085/identifier-list/464
cab71b38-4ff5-4212-abd4-f0a05a373dfb,http://localhost:8085/identifier-list/443
b6e650c5-5215-45dc-94ef-ae962638553e,http://localhost:8085/identifier-list/446
f64a4840-7611-45dc-b873-f726424c2536,http://localhost:8085/identifier-list/446
d62cdb01-4721-4334-8188-448ddc5f0ff4,http://localhost:8085/identifier-list/446
06106932-4781-4040-97d2-7f7589de9f0f,http://localhost:8085/identifier-list/446
af00ade6-d839-4be4-98dc-b6273e1bd326,http://localhost:8085/identifier-list/446
6aa5aab1-a204-4c70-bf4b-ad0e3df2da77,http://localhost:8085/identifier-list/281
c653a10b-9296-4944-b198-690b0b3303f0,http://localhost:8085/identifier-list/281
e2d656ae-1c48-4326-a0cc-30d85520ff9e,http://localhost:8085/identifier-list/281
4d1b84cf-9f82-4251-b45d-05b983513048,http://localhost:8085/identifier-list/153
a04e294c-ac3a-4051-b9ec-861ec3985bd3,http://localhost:8085/identifier-list/153
4de00349-d5ba-4f7a-8872-f9c02d6bf2ec,http://localhost:8085/identifier-list/153
fb6d7bc6-7a59-4324-8a92-714621b3b8ed,http://localhost:8085/identifier-list/153
e9e904d3-796f-4c52-a15c-6d6ac0fef410,http://localhost:8085/identifier-list/156
e2976b38-c50c-4235-aba8-b3f36a6ebc58,http://localhost:8085/identifier-list/156
69066d56-cebe-4075-9f13-b01ac2b9321b,http://localhost:8085/identifier-list/86
4a04f42f-2743-45a7-b986-6b1174cafd67,http://localhost:8085/identifier-list/86
dd1f8d5b-b4ba-4776-8def-264e0587f9d5,http://localhost:8085/identifier-list/93
b04d878c-fbab-4611-8260-f253f340e294,http://localhost:8085/identifier-list/93
befdd5e2-9970-454e-b852-e192222a5a4a,http://localhost:8085/identifier-list/93
f485b478-afdf-4f79-a307-7913810aeac3,http://localhost:8085/identifier-list/93
c9bdca10-ba0b-4aab-b03a-203e5f50d22a,http://localhost:8085/identifier-list/303
b9d16f3f-7a4e-4dbf-bbe1-18117733689e,http://localhost:8085/identifier-list/303
abac6fd1-e319-451c-af8b-43c66f1be370,http://localhost:8085/identifier-list/303
2c8c4e77-8b8f-473a-b4b7-12af799b81ca,http://localhost:8085/identifier-list/303
50fea285-99a4-4c79-ad4f-02e001fbb747,http://localhost:8085/identifier-list/221
3c38c35f-cb8c-4a3c-87bc-cb44e5482a95,http://localhost:8085/identifier-list/494
46c18345-77ea-48ac-a77a-cdb9d76782fc,http://localhost:8085/identifier-list/494
ae796016-5919-4167-b14d-ea71d77601dd,http://localhost:8085/identifier-list/54
6e92fb72-6ae9-4a36-9fb6-85313bfd8b7d,http://localhost:8085/identifier-list/54
d8bdec5a-2869-4f84-91e7-c4924dfe5757,http://localhost:8085/identifier-list/54
c7d8bf4a-80a9-49e6-8060-10ce06a7fea2,http://localhost:8085/identifier-list/440
ba35ab59-7bb7-4c43-83d8-e9ff63ebac71,http://localhost:8085/identifier-list/2
773f9210-bd37-40dc-8c63-dc1ec58dd026,http://localhost:8085/identifier-list/2
0314d608-ff4a-4eda-9735-e50290f3a813,http://localhost:8085/identifier-list/240
